transaction_id,order_date,global_entity_id,amount_eur,vendor_vertical,has_discount,customer_source_type,is_saved_card,issuer_country_group,card_type,is_3ds_eligible,rule_name,rule_action,risk_score,payment_switch,order_final_status,is_actual_chargeback
46,2026-01-01 03:45:00,FO_SE,40.24,restaurants,True,New,False,Local,DEBIT,True,None,none,27.74,0,DELIVERED,0
47,2026-01-01 03:50:00,FO_SE,24.67,restaurants,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,58.27,0,CANCELLED,0
48,2026-01-01 03:55:00,FO_SE,31.08,restaurants,False,Existing,True,Local,DEBIT,True,None,none,23.74,0,DELIVERED,0
49,2026-01-01 04:00:00,FO_DK,15.12,restaurants,False,Existing,True,International,CREDIT,True,None,none,35.04,0,DELIVERED,0
50,2026-01-01 04:05:00,FO_NO,6.67,restaurants,False,Existing,False,Local,DEBIT,False,None,none,0.0,0,DELIVERED,0
51,2026-01-01 04:10:00,FO_FI,13.22,supermarket,False,Existing,False,International,DEBIT,True,foreign_card_review,review,25.09,1,DELIVERED,0
52,2026-01-01 04:15:00,FO_NO,50.22,restaurants,False,Existing,True,Local,CREDIT,True,card_account_age_7d_3ds,review,13.5,0,DELIVERED,0
53,2026-01-01 04:20:00,FO_DK,31.9,restaurants,False,Existing,True,Local,DEBIT,True,None,none,23.92,0,DELIVERED,0
54,2026-01-01 04:25:00,FO_EE,16.04,restaurants,False,New,False,Local,DEBIT,True,None,none,42.64,0,DELIVERED,0
55,2026-01-01 04:30:00,FO_FI,7.05,darkstores,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,44.49,0,CANCELLED,1
56,2026-01-01 04:35:00,FO_NO,23.84,restaurants,False,Existing,True,International,CREDIT,True,None,none,10.14,0,DELIVERED,0
57,2026-01-01 04:40:00,FO_SE,7.83,restaurants,True,Existing,True,Local,DEBIT,True,None,none,9.62,0,DELIVERED,0
58,2026-01-01 04:45:00,FO_SE,27.57,restaurants,True,Existing,True,Local,CREDIT,True,None,none,27.85,0,DELIVERED,0
59,2026-01-01 04:50:00,FO_DK,15.53,darkstores,False,Existing,True,Local,DEBIT,True,None,none,40.88,0,DELIVERED,1
60,2026-01-01 04:55:00,FO_EE,48.27,supermarket,False,Existing,True,Local,CREDIT,True,None,none,41.18,0,DELIVERED,1
61,2026-01-01 05:00:00,FO_SE,15.66,restaurants,False,Existing,True,Local,CREDIT,True,None,none,26.84,0,DELIVERED,0
62,2026-01-01 05:05:00,FO_SE,38.65,restaurants,False,Existing,True,Local,DEBIT,True,None,none,31.3,0,DELIVERED,0
63,2026-01-01 05:10:00,FO_FI,11.63,supermarket,False,Existing,True,International,DEBIT,True,None,none,19.91,0,DELIVERED,0
64,2026-01-01 05:15:00,FO_NO,29.33,supermarket,False,Existing,True,Local,DEBIT,True,None,none,8.97,0,DELIVERED,0
65,2026-01-01 05:20:00,FO_NO,13.33,restaurants,False,Existing,False,Local,DEBIT,True,None,none,4.95,0,DELIVERED,0
66,2026-01-01 05:25:00,FO_FI,29.34,supermarket,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,43.31,0,DELIVERED,0
67,2026-01-01 05:30:00,FO_DK,10.49,restaurants,True,Existing,True,International,DEBIT,False,None,none,27.33,0,DELIVERED,0
68,2026-01-01 05:35:00,FO_FI,11.74,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,23.77,0,CANCELLED,0
69,2026-01-01 05:40:00,FO_EE,20.05,restaurants,False,Existing,True,Local,DEBIT,True,None,none,39.75,0,DELIVERED,1
70,2026-01-01 05:45:00,FO_FI,18.55,supermarket,True,New,False,International,CREDIT,True,card_limit_value_3ds,review,59.35,0,DELIVERED,0
71,2026-01-01 05:50:00,FO_EE,17.0,supermarket,False,Existing,False,Local,DEBIT,True,None,none,30.12,0,DELIVERED,0
72,2026-01-01 05:55:00,FO_SE,30.96,restaurants,True,Existing,True,Local,CREDIT,True,None,none,7.77,0,DELIVERED,0
73,2026-01-01 06:00:00,FO_SE,31.98,restaurants,False,Existing,True,Local,CREDIT,False,card_limit_value_3ds,review,43.67,0,DELIVERED,0
74,2026-01-01 06:05:00,FO_DK,15.41,restaurants,False,Existing,False,Local,DEBIT,True,None,none,13.48,0,DELIVERED,0
75,2026-01-01 06:10:00,FO_FI,21.87,supermarket,False,Existing,True,International,CREDIT,True,card_limit_value_3ds,review,82.81,0,CANCELLED,1
76,2026-01-01 06:15:00,FO_NO,32.82,supermarket,False,Existing,True,Local,CREDIT,True,None,none,5.92,0,DELIVERED,0
77,2026-01-01 06:20:00,FO_NO,18.94,restaurants,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,30.03,1,CANCELLED,0
78,2026-01-01 06:25:00,FO_DK,16.18,restaurants,False,Existing,True,Local,DEBIT,True,None,none,18.09,0,DELIVERED,0
79,2026-01-01 06:30:00,FO_SE,34.72,darkstores,False,New,False,Local,DEBIT,True,card_limit_value_3ds,review,35.09,0,DELIVERED,0
80,2026-01-01 06:35:00,FO_EE,14.04,restaurants,False,New,False,Local,CREDIT,True,None,none,51.93,0,DELIVERED,0
81,2026-01-01 06:40:00,FO_EE,56.97,supermarket,True,Existing,True,Local,CREDIT,True,None,none,49.92,0,DELIVERED,1
82,2026-01-01 06:45:00,FO_FI,10.25,supermarket,False,Existing,False,Local,DEBIT,True,foreign_card_review,review,28.12,0,DELIVERED,0
83,2026-01-01 06:50:00,FO_SE,15.89,supermarket,False,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,38.25,0,CANCELLED,0
84,2026-01-01 06:55:00,FO_DK,12.55,restaurants,False,Existing,True,Local,CREDIT,True,None,none,0.71,0,DELIVERED,0
85,2026-01-01 07:00:00,FO_SE,34.67,restaurants,False,Existing,True,Local,DEBIT,False,None,none,8.52,0,DELIVERED,0
86,2026-01-01 07:05:00,FO_SE,37.52,restaurants,False,Existing,False,Local,DEBIT,True,None,none,25.22,0,DELIVERED,0
87,2026-01-01 07:10:00,FO_NO,41.71,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,20.99,0,DELIVERED,0
88,2026-01-01 07:15:00,FO_SE,9.85,restaurants,True,Existing,True,International,CREDIT,True,card_limit_value_3ds,review,41.59,1,DELIVERED,0
89,2026-01-01 07:20:00,FO_FI,21.32,supermarket,True,Existing,False,Local,DEBIT,True,foreign_card_review,review,26.13,0,DELIVERED,0
90,2026-01-01 07:25:00,FO_SE,12.87,restaurants,True,Existing,True,Local,DEBIT,True,None,none,21.14,0,DELIVERED,0
91,2026-01-01 07:30:00,FO_DK,16.69,restaurants,False,New,False,Local,DEBIT,True,None,none,26.33,0,DELIVERED,0
92,2026-01-01 07:35:00,FO_DK,10.9,supermarket,True,Existing,True,International,DEBIT,True,None,none,22.52,0,DELIVERED,0
93,2026-01-01 07:40:00,FO_EE,40.89,supermarket,True,Existing,True,Local,CREDIT,True,None,none,16.16,0,DELIVERED,0
94,2026-01-01 07:45:00,FO_EE,8.13,restaurants,False,Existing,True,Local,DEBIT,True,None,none,43.11,0,DELIVERED,0
95,2026-01-01 07:50:00,FO_NO,13.11,restaurants,False,Existing,True,Local,DEBIT,True,None,none,2.16,0,DELIVERED,0
96,2026-01-01 07:55:00,FO_EE,21.33,restaurants,True,New,False,Local,DEBIT,True,None,none,52.72,0,DELIVERED,0
97,2026-01-01 08:00:00,FO_SE,19.54,restaurants,False,New,False,Local,CREDIT,True,None,none,30.3,0,DELIVERED,1
98,2026-01-01 08:05:00,FO_DK,48.88,supermarket,True,Existing,True,Local,CREDIT,True,None,none,34.29,0,DELIVERED,0
99,2026-01-01 08:10:00,FO_EE,10.71,supermarket,True,Existing,True,International,CREDIT,True,None,none,72.93,0,DELIVERED,0
100,2026-01-01 08:15:00,FO_NO,45.27,supermarket,False,New,False,Local,CREDIT,False,None,none,1.96,0,DELIVERED,0
101,2026-01-01 08:20:00,FO_NO,15.72,supermarket,False,Existing,False,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
102,2026-01-01 08:25:00,FO_SE,9.04,restaurants,False,Existing,True,Local,DEBIT,True,None,none,19.23,0,DELIVERED,0
103,2026-01-01 08:30:00,FO_FI,15.09,supermarket,False,Existing,False,Local,DEBIT,True,None,none,19.0,0,DELIVERED,0
104,2026-01-01 08:35:00,FO_NO,32.33,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,16.47,1,DELIVERED,0
105,2026-01-01 08:40:00,FO_NO,85.45,restaurants,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,30.52,0,CANCELLED,0
106,2026-01-01 08:45:00,FO_FI,10.58,restaurants,True,Existing,True,International,DEBIT,True,foreign_card_review,review,20.07,1,DELIVERED,0
107,2026-01-01 08:50:00,FO_FI,24.02,supermarket,False,Existing,True,Local,CREDIT,True,foreign_card_review,review,30.23,0,CANCELLED,1
108,2026-01-01 08:55:00,FO_EE,11.44,darkstores,False,Existing,True,Local,CREDIT,True,None,none,27.12,0,DELIVERED,1
109,2026-01-01 09:00:00,FO_FI,16.57,supermarket,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,27.86,0,DELIVERED,0
110,2026-01-01 09:05:00,FO_FI,30.76,restaurants,False,Existing,True,Local,DEBIT,True,None,none,3.65,0,DELIVERED,0
111,2026-01-01 09:10:00,FO_DK,14.33,supermarket,True,Existing,True,Local,DEBIT,True,None,none,21.59,0,DELIVERED,0
112,2026-01-01 09:15:00,FO_SE,17.61,restaurants,False,Existing,True,Local,DEBIT,True,None,none,4.51,0,DELIVERED,0
113,2026-01-01 09:20:00,FO_EE,24.69,restaurants,False,Existing,True,Local,DEBIT,False,None,none,17.21,0,DELIVERED,0
114,2026-01-01 09:25:00,FO_SE,16.03,restaurants,False,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,54.21,0,CANCELLED,1
115,2026-01-01 09:30:00,FO_NO,19.01,restaurants,False,Existing,True,Local,DEBIT,True,None,none,0.59,0,DELIVERED,0
116,2026-01-01 09:35:00,FO_EE,14.39,restaurants,False,Existing,True,Local,DEBIT,True,None,none,38.54,0,DELIVERED,0
117,2026-01-01 09:40:00,FO_FI,16.29,restaurants,False,Existing,True,Local,DEBIT,True,None,none,2.47,0,DELIVERED,0
118,2026-01-01 09:45:00,FO_FI,45.95,restaurants,False,Existing,True,Local,DEBIT,True,None,none,4.55,0,DELIVERED,0
119,2026-01-01 09:50:00,FO_FI,46.47,restaurants,False,Existing,False,Local,DEBIT,True,foreign_card_review,review,34.11,0,CANCELLED,1
120,2026-01-01 09:55:00,FO_SE,13.66,supermarket,False,Existing,True,Local,CREDIT,False,None,none,31.2,0,DELIVERED,0
121,2026-01-01 10:00:00,FO_EE,14.66,restaurants,False,New,False,Local,DEBIT,True,None,none,60.84,0,DELIVERED,1
122,2026-01-01 10:05:00,FO_FI,10.9,supermarket,False,New,False,Local,DEBIT,True,foreign_card_review,review,22.92,1,DELIVERED,0
123,2026-01-01 10:10:00,FO_NO,67.98,supermarket,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,20.27,0,CANCELLED,1
124,2026-01-01 10:15:00,FO_FI,14.34,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,28.57,0,DELIVERED,0
125,2026-01-01 10:20:00,FO_FI,24.31,darkstores,False,Existing,True,International,CREDIT,True,None,none,15.0,0,DELIVERED,0
126,2026-01-01 10:25:00,FO_EE,12.85,restaurants,False,Existing,True,Local,CREDIT,True,None,none,52.79,0,DELIVERED,0
127,2026-01-01 10:30:00,FO_SE,10.63,restaurants,False,New,False,Local,CREDIT,True,card_limit_value_3ds,review,48.25,1,DELIVERED,0
128,2026-01-01 10:35:00,FO_SE,9.83,darkstores,False,New,False,Local,DEBIT,True,None,none,18.38,0,DELIVERED,0
129,2026-01-01 10:40:00,FO_NO,20.78,restaurants,False,Existing,True,Local,DEBIT,False,None,none,4.5,0,DELIVERED,0
130,2026-01-01 10:45:00,FO_SE,17.24,restaurants,False,New,False,Local,DEBIT,True,None,none,31.95,0,DELIVERED,0
131,2026-01-01 10:50:00,FO_SE,47.67,supermarket,False,New,False,International,DEBIT,True,card_limit_value_3ds,review,37.51,0,DELIVERED,0
132,2026-01-01 10:55:00,FO_NO,8.05,supermarket,False,Existing,True,Local,CREDIT,True,None,none,0.0,0,DELIVERED,0
133,2026-01-01 11:00:00,FO_FI,18.7,supermarket,False,Existing,True,Local,DEBIT,True,None,none,13.94,0,DELIVERED,0
134,2026-01-01 11:05:00,FO_DK,25.78,restaurants,False,New,False,International,DEBIT,True,None,none,14.87,0,DELIVERED,0
135,2026-01-01 11:10:00,FO_DK,22.4,restaurants,False,New,False,Local,CREDIT,True,None,none,38.11,0,DELIVERED,0
136,2026-01-01 11:15:00,FO_SE,29.6,supermarket,True,Existing,False,Local,DEBIT,True,card_limit_value_3ds,review,37.97,1,DELIVERED,0
137,2026-01-01 11:20:00,FO_NO,18.96,supermarket,False,Existing,True,International,DEBIT,True,velocity_high_risk_block,hard_block,29.74,0,CANCELLED,1
138,2026-01-01 11:25:00,FO_EE,14.61,restaurants,False,Existing,False,Local,CREDIT,True,None,none,28.03,0,DELIVERED,1
139,2026-01-01 11:30:00,FO_DK,12.35,supermarket,False,Existing,True,Local,DEBIT,False,None,none,28.34,0,DELIVERED,0
140,2026-01-01 11:35:00,FO_NO,38.83,restaurants,True,Existing,False,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
141,2026-01-01 11:40:00,FO_SE,16.22,darkstores,False,Existing,False,Local,DEBIT,True,None,none,5.67,0,DELIVERED,0
142,2026-01-01 11:45:00,FO_FI,41.01,restaurants,False,Existing,True,Local,DEBIT,False,card_limit_value_3ds,review,56.69,0,CANCELLED,1
143,2026-01-01 11:50:00,FO_SE,17.45,supermarket,False,Existing,False,Local,DEBIT,True,card_limit_value_3ds,review,35.81,0,CANCELLED,0
144,2026-01-01 11:55:00,FO_NO,21.95,supermarket,False,Existing,False,Local,CREDIT,True,card_account_age_7d_3ds,review,17.08,0,DELIVERED,0
145,2026-01-01 12:00:00,FO_NO,12.46,restaurants,False,New,False,Local,DEBIT,True,None,none,11.16,0,DELIVERED,0
146,2026-01-01 12:05:00,FO_EE,31.95,restaurants,False,Existing,True,International,DEBIT,True,None,none,50.82,0,DELIVERED,0
147,2026-01-01 12:10:00,FO_SE,34.11,supermarket,False,Existing,False,Local,DEBIT,True,card_limit_value_3ds,review,39.61,0,DELIVERED,0
148,2026-01-01 12:15:00,FO_FI,14.42,restaurants,True,New,False,Local,CREDIT,True,card_limit_value_3ds,review,55.63,0,CANCELLED,1
149,2026-01-01 12:20:00,FO_SE,20.33,restaurants,False,Existing,True,Local,DEBIT,True,None,none,18.34,0,DELIVERED,0
150,2026-01-01 12:25:00,FO_SE,34.78,restaurants,True,Existing,True,Local,DEBIT,True,None,none,7.79,0,DELIVERED,0
151,2026-01-01 12:30:00,FO_EE,56.16,restaurants,True,New,False,Local,DEBIT,True,None,none,32.73,0,DELIVERED,0
152,2026-01-01 12:35:00,FO_FI,41.68,supermarket,True,New,False,Local,DEBIT,True,card_limit_value_3ds,review,64.5,0,CANCELLED,1
153,2026-01-01 12:40:00,FO_SE,17.76,supermarket,True,Existing,False,International,CREDIT,True,card_limit_value_3ds,review,47.15,0,CANCELLED,1
154,2026-01-01 12:45:00,FO_NO,13.41,supermarket,False,Existing,True,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
155,2026-01-01 12:50:00,FO_NO,15.63,restaurants,False,New,False,Local,DEBIT,True,card_account_age_7d_3ds,review,13.13,0,CANCELLED,0
156,2026-01-01 12:55:00,FO_EE,13.33,restaurants,False,Existing,True,Local,DEBIT,True,None,none,21.47,0,DELIVERED,0
157,2026-01-01 13:00:00,FO_EE,15.6,supermarket,False,Existing,True,Local,CREDIT,True,None,none,32.6,0,DELIVERED,1
158,2026-01-01 13:05:00,FO_EE,13.31,restaurants,False,New,False,Local,CREDIT,False,None,none,65.74,0,DELIVERED,1
159,2026-01-01 13:10:00,FO_NO,9.93,supermarket,False,New,False,International,CREDIT,True,card_account_age_7d_3ds,review,12.39,0,CANCELLED,0
160,2026-01-01 13:15:00,FO_FI,19.9,restaurants,True,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,53.83,0,CANCELLED,1
161,2026-01-01 13:20:00,FO_SE,40.42,restaurants,False,Existing,True,Local,CREDIT,True,None,none,16.16,0,DELIVERED,0
162,2026-01-01 13:25:00,FO_NO,19.42,supermarket,False,Existing,True,International,DEBIT,True,velocity_high_risk_block,hard_block,33.75,1,CANCELLED,0
163,2026-01-01 13:30:00,FO_SE,19.92,restaurants,False,Existing,False,Local,CREDIT,False,None,none,28.72,0,DELIVERED,0
164,2026-01-01 13:35:00,FO_SE,14.93,restaurants,False,Existing,True,Local,DEBIT,True,None,none,12.88,0,DELIVERED,0
165,2026-01-01 13:40:00,FO_FI,12.3,restaurants,False,Existing,True,International,CREDIT,True,foreign_card_review,review,25.03,0,CANCELLED,0
166,2026-01-01 13:45:00,FO_FI,24.51,restaurants,False,Existing,False,International,DEBIT,True,foreign_card_review,review,29.6,0,DELIVERED,0
167,2026-01-01 13:50:00,FO_DK,32.89,supermarket,False,New,False,Local,CREDIT,True,None,none,50.12,0,DELIVERED,0
168,2026-01-01 13:55:00,FO_DK,75.7,restaurants,True,New,False,Local,DEBIT,True,card_account_age_7d_3ds,review,63.52,0,CANCELLED,1
169,2026-01-01 14:00:00,FO_SE,24.31,restaurants,True,Existing,True,Local,DEBIT,True,None,none,4.5,0,DELIVERED,1
170,2026-01-01 14:05:00,FO_DK,24.85,restaurants,False,Existing,True,Local,DEBIT,True,None,none,20.42,0,DELIVERED,0
171,2026-01-01 14:10:00,FO_EE,20.17,supermarket,False,Existing,True,Local,DEBIT,True,None,none,34.97,0,DELIVERED,0
172,2026-01-01 14:15:00,FO_SE,15.25,restaurants,False,Existing,True,Local,DEBIT,True,None,none,26.56,0,DELIVERED,0
173,2026-01-01 14:20:00,FO_EE,8.03,supermarket,False,Existing,True,Local,DEBIT,True,None,none,45.74,0,DELIVERED,0
174,2026-01-01 14:25:00,FO_EE,14.69,restaurants,False,New,False,Local,DEBIT,True,foreign_card_review,review,86.03,0,CANCELLED,1
175,2026-01-01 14:30:00,FO_DK,65.21,restaurants,False,New,False,Local,DEBIT,True,None,none,28.84,0,DELIVERED,0
176,2026-01-01 14:35:00,FO_SE,44.84,supermarket,False,Existing,False,Local,CREDIT,True,card_limit_value_3ds,review,43.53,0,CANCELLED,1
177,2026-01-01 14:40:00,FO_EE,19.49,restaurants,False,Existing,True,Local,CREDIT,True,foreign_card_review,review,85.84,1,DELIVERED,0
178,2026-01-01 14:45:00,FO_EE,32.76,restaurants,False,Existing,False,Local,CREDIT,True,None,none,57.62,0,DELIVERED,1
179,2026-01-01 14:50:00,FO_EE,11.29,restaurants,False,Existing,True,Local,DEBIT,True,None,none,40.32,0,DELIVERED,1
180,2026-01-01 14:55:00,FO_NO,9.0,darkstores,False,Existing,True,Local,CREDIT,False,None,none,7.03,0,DELIVERED,0
181,2026-01-01 15:00:00,FO_NO,21.61,darkstores,False,Existing,True,Local,DEBIT,True,None,none,9.81,0,DELIVERED,0
182,2026-01-01 15:05:00,FO_SE,23.34,darkstores,False,New,False,Local,DEBIT,False,velocity_high_risk_block,hard_block,71.78,0,CANCELLED,1
183,2026-01-01 15:10:00,FO_EE,18.42,restaurants,False,New,False,Local,DEBIT,False,None,none,56.77,0,DELIVERED,1
184,2026-01-01 15:15:00,FO_NO,14.71,supermarket,True,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,18.49,1,CANCELLED,0
185,2026-01-01 15:20:00,FO_NO,13.48,restaurants,False,Existing,False,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
186,2026-01-01 15:25:00,FO_DK,28.05,supermarket,False,Existing,False,Local,DEBIT,False,None,none,27.45,0,DELIVERED,0
187,2026-01-01 15:30:00,FO_NO,22.55,darkstores,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,24.08,0,DELIVERED,0
188,2026-01-01 15:35:00,FO_DK,11.21,darkstores,False,Existing,True,Local,DEBIT,True,None,none,18.66,0,DELIVERED,0
189,2026-01-01 15:40:00,FO_SE,16.58,restaurants,False,Existing,True,Local,CREDIT,True,None,none,23.04,0,DELIVERED,0
190,2026-01-01 15:45:00,FO_NO,8.55,supermarket,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,15.94,0,DELIVERED,0
191,2026-01-01 15:50:00,FO_DK,11.15,restaurants,True,Existing,True,Local,CREDIT,False,None,none,12.0,0,DELIVERED,0
192,2026-01-01 15:55:00,FO_DK,12.49,restaurants,False,Existing,True,Local,DEBIT,True,None,none,40.17,0,DELIVERED,0
193,2026-01-01 16:00:00,FO_NO,30.11,restaurants,False,Existing,True,International,DEBIT,True,card_account_age_7d_3ds,review,14.62,1,DELIVERED,0
194,2026-01-01 16:05:00,FO_NO,21.18,darkstores,True,Existing,False,Local,CREDIT,True,None,none,0.0,0,DELIVERED,0
195,2026-01-01 16:10:00,FO_DK,11.11,supermarket,False,Existing,True,Local,CREDIT,True,None,none,19.28,0,DELIVERED,0
